Roadway.Name,From,To,id,ZIP CODE
1 AVE,EAST 99 ST,EAST 97 ST,1,
1 AVE,EAST 120 ST,EAST 124 ST,2,
1 AVENUE,EAST 12 STREET,EAST 13 STREET,3,
1 AVENUE,EAST 26 STREET,EAST 27 STREET,4,
1 AVENUE,EAST 60 STREET,EAST 61 STREET,5,
1 AVENUE,EAST 73 STREET,EAST 74 STREET,6,
1 AVENUE,EAST 11 STREET,EAST 12 STREET,7,
1 AVENUE,DEAD END,DEAD END,8,
1 AVENUE,EAST 120 STREET,PALADINO AVENUE,9,
1 AVENUE,EAST 27 STREET,EAST 28 STREET,10,
1 AVENUE,EAST 97 STREET,EAST 99 STREET,11,
1 AVENUE,59 STREET,EAST 60 STREET,12,
1 AVENUE,E 120TH ST,E 124TH ST,13,
10 AVENUE,WEST 27 STREET,WEST 28 STREET,14,
10 AVENUE,WEST 45 STREET,WEST 46 STREET,15,
10 AVENUE,67 STREET,68 STREET,16,
10 AVENUE,WEST 46 STREET,WEST 47 STREET,17,
10 AVENUE,WEST 27 DRIVE,WEST 28TH STREET,18,
10 AVENUE,WEST 27 DRIVE,WEST 28 STREET,19,
101 AVE,146 STREET,WALTHAM STREET,20,
101 AVENUE,BRISBIN STREET,ALLENDALE STREET,21,
101 AVENUE,107 STREET,107 STREET,22,
101 AVENUE,107 STREET,108 STREET,23,
101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,24,
101 AVENUE,WALTHAM STREET,146TH STREET,25,
103 STREET,NORTHERN BOULEVARD,34 AVENUE,26,
103RD STREET,NORTHERN BOULEVARD,34TH AVENUE,27,
108 STREET,62 DRIVE,63 AVENUE,28,
108 STREET,62 AVENUE,APEX PLACE,29,
108 STREET,NORTHERN BOULEVARD,34 AVENUE,30,
108 STREET,62ND AVENUE,APEX PLACE,31,
108TH STREET,NORTHERN BOULEVARD,34THAVENUE,32,
108TH STREET,NORTHERN BOULEVARD,34TH AVENUE,33,
10TH AVENUE,WEST 45TH STREET,WEST 46TH STREET,34,
11 AVENUE,WEST 27 STREET,WEST 28 STREET,35,
11 AVENUE,WEST 43 STREET,WEST 44 STREET,36,
11 AVENUE,WEST 45 STREET,WEST 46 STREET,37,
11 AVENUE,WEST 28 STREET,WEST 29 STREET,38,
11 AVENUE,WEST 44 STREET,WEST 45 STREET,39,
11 AVENUE,WEST 44TH STREET,WEST 45TH STREET,40,
11 STREET,47 AVENUE,47 ROAD,41,
110 AVENUE,155 STREET,156 STREET,42,
111 AVE,142 STREET,143 STREET,43,
111 AVENUE,140 STREET,141 STREET,44,
111 AVENUE,141 STREET,140 STREET,45,
114 STREET,ASTORIA BOULEVARD,NORTHERN BOULEVARD,46,
114 STREET,GRAND CENTRAL ENTRANCE,36 AVENUE,47,
115 AVENUE,217 STREET,218 STREET,48,
115 ROAD,205 STREET,FRANCIS LEWIS BLVD,49,
11TH AVENUE,WEST 27TH STREET,WEST 28TH STREET,50,
11TH AVENUE,WEST 44TH STREET,WEST 45TH STREET,51,
11TH ST,47TH AVE,47TH RD,52,
11TH STREET,47TH AVENUE,47TH ROAD,53,
12 AVENUE,WEST 44 STREET,WEST 45 STREET,54,
12 AVENUE,WEST 59 STREET,WEST 62 STREET,55,
120 AVENUE,191 STREET,192 STREET,56,
120 AVENUE,191TH STREET,192TH STREET,57,
126 STREET,37 AVENUE,38 AVENUE,58,
126TH ST,37TH AVE,38TH AVE,59,
13 AVENUE,72 STREET,73 STREET,60,
13 AVENUE,71 STREET,72 STREET,61,
130 PL,30TH PL,BERGEN RD,62,
134 STREET,ST. ANNS PLACE,BRUCKNER BOULEVARD,63,
13TH AVENUE,71ST STREET,72ND STREET,64,
14 AVENUE,72 STREET,73 STREET,65,
14 AVENUE,71 STREET,72 STREET,66,
141 STREET,UNION TURNPIKE,UNION TURNPIKE,67,
147 AVENUE,182 STREET,182 STREET,68,
14TH AVENUE,71ST STREET,72ND STREET,69,
150 STREET,84 ROAD,84 DRIVE,70,
150 STREET,84 DRIVE,84 ROAD,71,
150TH ST,148TH ST,CENTER CARGO RD,72,
164 STREET,67 AVENUE,69 AVENUE,73,
164 STREET,84 AVENUE,84 ROAD,74,
164 STREET,67 AVE,69 AVE,75,
164 STREET,CHAPIN PARKWAY,84 AVENUE,76,
164 STREET,67 AVENUE,65 AVENUE,77,
164 STREET,65 AVENUE,67 AVENUE,78,
164TH STREET,65TH AVENUE,67TH AVENUE,79,
167 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,80,
169 STREET,GRANT AVENUE,SHERIDAN AVENUE,81,
18 AVENUE,72 STREET,73 STREET,82,
18 AVENUE,71 STREET,72 STREET,83,
188 STREET,HENLEY ROAD,87 ROAD,84,
188 STREET,64 AVENUE,HORACE HARDING EXPRESSWAY SR,85,
188 STREET,HORACE HARDING EXPRESSWAY SR,64 AVENUE,86,
188 STREET,RIO DRIVE,HENLEY ROAD,87,
188 STREET,HORACE HARDING EXPRESSWAY,64 AVENUE,88,
188TH STREET,HORACE HARDING EXPRESSWAY SR S,64TH AVENUE,89,
1ST AVENUE,EAST 47 STREET,EAST 48 STREET,90,
1ST AVENUE,EAST 60TH STREET,EAST 61ST STREET,91,
1ST AVENUE,EAST 11TH STREET,EAST 12TH STREET,92,
1ST AVENUE,EAST 26TH STREET,EAST 27TH STREET,93,
2 AVE,EAST 99 ST,EAST 100 ST,94,
2 AVE,EAST 124 ST,EAST 123 ST,95,
2 AVENUE,EAST 12 STREET,EAST 13 STREET,96,
2 AVENUE,EAST 27 STREET,EAST 28 STREET,97,
2 AVENUE,EAST 46 STREET,EAST 47 STREET,98,
2 AVENUE,EAST 73 STREET,EAST 74 STREET,99,
2 AVENUE,EAST 59 STREET,EAST 60 STREET,100,
2 AVENUE,EAST 74 STREET,EAST 75 STREET,101,
2 AVENUE,EAST 99 STREET,EAST 100 STREET,102,
2 AVENUE,DEAD END,EAST 123 STREET,103,
2 AVENUE MAIN ROAD,EAST 122 STREET,EAST 123 STREET,104,
2 AVENUE SERVICE RD,DEAD END,EAST 123 STREET,105,
2 AVENUE SERVICE ROAD,EAST 122 STREET,EAST 123 STREET,106,
200 STREET,36 AVENUE,FRANCIS LEWIS BOULEVARD,107,
204 STREET,GRAND CONCOURSE,VALENTINE AVENUE,108,
21 ST,DEAD END,35 AVE,109,
21 ST,45 ROAD,46 AVE,110,
21 STREET,45 ROAD,46 AVENUE,111,
21 STREET,34 AVENUE,35 AVENUE,112,
21 STREET,46 AVENUE,45 ROAD,113,
212 STREET,WHITEHALL TERRACE,HILLSIDE AVENUE,114,
225 ST,114 RD,DEAD END,115,
225 STREET,114 AVENUE,114 ROAD,116,
225 STREET,114 ROAD,115 AVENUE,117,
23 AVENUE,83 STREET,85 STREET,118,
23RD AVENUE,83TH STREET,85TH STREET,119,
23RD AVENUE,83RD STREET,85TH STREET,120,
26 AVE,200 STREET,202 STREET,121,
26 AVENUE,201 STREET,202 STREET,122,
2ND AVENUE,EAST 12TH STREET,EAST 13TH STREET,123,
2ND AVENUE,EAST 73RD STREET,EAST 74TH STREET,124,
3 AVE,BUTLER ST,DOUGLAS ST,125,
3 AVE,PACIFIC ST,DEAN ST,126,
3 AVE,EAST 99 ST,EAST 100 ST,127,
3 AVE,EAST 123 ST,EAST 124 ST,128,
3 AVENUE,30 STREET,31 STREET,129,
3 AVENUE,EAST 172 STREET,EAST 173 STREET,130,
3 AVENUE,EAST 189 STREET,PARK AVENUE,131,
3 AVENUE,EAST 155 STREET,EAST 156 STREET,132,
3 AVENUE,29 STREET,28 STREET,133,
3 AVENUE,28 STREET,29 STREET,134,
3 AVENUE,BALTIC STREET,BUTLER STREET,135,
3 AVENUE,DEAN STREET,PACIFIC STREET,136,
3 AVENUE,EAST 12 STREET,EAST 13 STREET,137,
3 AVENUE,EAST 27 STREET,EAST 28 STREET,138,
3 AVENUE,EAST 46 STREET,EAST 47 STREET,139,
3 AVENUE,EAST 59 STREET,EAST 60 STREET,140,
3 AVENUE,EAST 73 STREET,EAST 74 STREET,141,
3 AVENUE,EAST 154 STREET,EAST 155 STREET,142,
3 AVENUE,EAST 155 STREET,EAST 154 STREET,143,
3 AVENUE,SENATOR STREET,68 STREET,144,
3 AVENUE,26 STREET,27 STREET,145,
3 AVENUE,25 STREET,26 STREET,146,
3 AVENUE,EAST 156 STREET,EAST 155 STREET,147,
3 AVENUE,PACIFIC STREET,DEAN STREET,148,
3 AVENUE,29 STREET,30 STREET,149,
3 AVENUE,EAST 123 STREET,EAST 124 STREET,150,
3 AVENUE,EAST 99 STREET,EAST 100 STREET,151,
3 AVENUE,EAST 60 STREET,61 STREET,152,
3 AVENUE,ASTORIA LINE,EAST 61 STREET,153,
3 AVENUE,BUTLER STREET,DOUGLASS STREET,154,
3 AVENUE,PACIFIC STREET,DEAD STREET,155,
3 STREET,SMITH STREET,HOYT STREET,156,
31 AVENUE,87 STREET,88 STREET,157,
31 AVENUE,88 STREET,ALLEY,158,
31 AVENUE,131 STREET,WHITESTONE EXPRESSWAY,159,
31 ST,35 AVE,36 AVE,160,
31 STREET,34 AVENUE,35 AVENUE,161,
31 STREET,35 AVENUE,34 AVENUE,162,
31 STREET,35 AVENUE,36 AVENUE,163,
31ST AVENUE,87TH STREET,88TH STREET,164,
31ST STREET,34TH AVENUE,35TH AVENUE,165,
32 AVE,86 ST,ALLEY,166,
32 AVENUE,88 STREET,89 STREET,167,
32 AVENUE,86 STREET,87 STREET,168,
32ND AVE,85TH ST,86TH ST,169,
34 AVENUE,91 STREET,92 STREET,170,
34 AVENUE,92 STREET,93 STREET,171,
34 AVENUE,113  STREET,114 STREET,172,
34TH AVE,92ND ST,93RD ST,173,
34TH AVENUE,92ND STREET,93RD STREET,174,
34TH ST,91ST ST,92ND ST,175,
35 AVE,200 STREET,CROCHERON AVE,176,
35 AVENUE,203 STREET,204 STREET,177,
35 AVENUE,203 STREET,202 STREET,178,
35 AVENUE,FRANCIS LEWIS BOULEVARD,200 STREET,179,
35TH AVENUE,202ND STREET,203RD STREET,180,
37 AVENUE,PARSONS BOULEVARD,147 STREET,181,
37 STREET,12 AVENUE,13 AVENUE,182,
39 AVENUE,51 STREET,52 STREET,183,
39 AVENUE,50 STREET,51 STREET,184,
39 AVENUE,CLEARVIEW EXPRESSWAY SR WEST,CLEARVIEW EXPRESSWAY,185,
39 STREET,12 AVENUE,13 AVENUE,186,
39 STREET,SKILLMAN AVENUE,NORTHERN BOULEVARD,187,
39TH AVENUE,50TH STREET,51ST STREET,188,
39TH ST,NORTHERN BLVD,SKILLMAN AVE,189,
3RD AVENUE,EAST 46TH STREET,EAST 47TH STREET,190,
3RD AVENUE,EAST 27TH STREET,EAST 28TH STREET,191,
3RD AVENUE,30TH STREET,31ST STREET,192,
3RD AVENUE,BALTIC STREET,BUTLER STREET,193,
3RD AVENUE,EAST 12TH STREET,EAST 13TH STREET,194,
3RD AVENUE,EAST 154TH STREET,EAST 155TH STREET,195,
3RD AVENUE,SENATOR STREET,6TH STREET,196,
3RD AVENUE,SENATOR STREET,68TH STREET,197,
4 AVE,BUTLER ST,DOUGLAS ST,198,
4 AVE,PACIFIC ST,DEAN ST,199,
4 AVENUE,30 STREET,31 STREET,200,
4 AVENUE,68 STREET,SENATOR STREET,201,
4 AVENUE,EAST 9 STREET,EAST 10 STREET,202,
4 AVENUE,28 STREET,29 STREET,203,
4 AVENUE,BUTLER STREET,DOUGLASS STREET,204,
4 AVENUE,EAST 11 STREET,EAST 12 STREET,205,
4 AVENUE,29 STREET,30 STREET,206,
45 AVENUE,194 STREET,195 STREET,207,
45 AVENUE,193 STREET,192 STREET,208,
45 AVENUE,192 STREET,193 STREET,209,
47 AVENUE,190 STREET,192 STREET,210,
47 AVENUE,190 STREET,189 STREET,211,
47 AVENUE,189 STREET,190 STREET,212,
47TH AVENUE,189TH STREET,190TH STREET,213,
48 STREET,BARNETT AVENUE,39 AVENUE,214,
48 STREET,54 ROAD,55 AVENUE,215,
48 STREET,56 ROAD,55 AVENUE,216,
48 STREET,NORTHERN BOULEVARD,37  AVENUE,217,
48ST STREET,NORTHERN BOULEVARD,37TH AVE,218,
48TH ST,37TH AVE,NORTHERN BLVD,219,
48TH STREET,NORTHEN BOULEVARD,37TH AVENUE,220,
49 STREET,12 AVENUE,13 AVENUE,221,
4TH AVE,SENATOR ST,68TH ST,222,
4TH AVE,E 9TH ST,E 10TH ST,223,
5 AVE,BUTLER ST,DOUGLAS ST,224,
5 AVE,PACIFIC ST,DEAN ST,225,
5 AVENUE,30 STREET,31 STREET,226,
5 AVENUE,24 STREET,36 STREET,227,
5 AVENUE,DE GRAW STREET,DOUGLASS STREET,228,
5 AVENUE,EAST 11 STREET,EAST 12 STREET,229,
5 AVENUE,BROADWAY,EAST 26 STREET,230,
5 AVENUE,EAST 27 STREET,EAST 28 STREET,231,
5 AVENUE,EAST 46 STREET,EAST 47 STREET,232,
5 AVENUE,WEST 59 STREET,WEST 60 STREET,233,
5 AVENUE,EAST 73 STREET,EAST 74 STREET,234,
5 AVENUE,101 STREET,GUSTAVE L LEVY PLACE,235,
5 AVENUE,65 STREET,GOWANUS EXPRESSWAY,236,
5 AVENUE,WEST 25 STREET,EAST 26 STREET,237,
5 AVENUE,WEST 25 STREET,BROADWAY,238,
5 AVENUE,DOUGLASS STREET,DE GRAW STREET,239,
5 AVENUE,32 STREET,33 STREET,240,
5 AVENUE,EAST 12 STREET,EAST 13 STREET,241,
5 AVENUE,EAST 61 STREET,EAST 62 STREET,242,
5 AVENUE,EAST 60 STREET,EAST 61 STREET,243,
5 AVENUE,BROADWAY,WEST 25TH STREET,244,
5 AVENUE,EAST 101TH STREET,GUSTAVE L LEVY PLACE,245,
50 STREET,13 AVENUE,NEW UTRECHT AVENUE,246,
50 STREET,NEW UTRECHT AVENUE,13 AVENUE,247,
50 STREET,NEW UTECHT AVENUE,13 AVENUE,248,
51 AVENUE,90 STREET,92 STREET,249,
51 STREET,13 AVENUE,NEW UTRECHT AVENUE,250,
51 STREET,19 AVENUE,20 AVENUE,251,
51 STREET,39 AVENUE,SKILLMAN AVENUE,252,
51TH AVENUE,90TH STREET,92ND STREET,253,
56 AVE,194 STREET,195 STREET,254,
56 ROAD,43 STREET,48 STREET,255,
56 ROAD,43RD STREET,48TH STREET,256,
56TH RD,43RD ST,48TH ST,257,
57 STREET,WOODSIDE AVENUE,ROOSEVELT AVENUE,258,
58 AVENUE,192 STREET,UNDERHILL AVENUE,259,
58 AVENUE,73 PLACE,74 STREET,260,
58 STREET,41 DRIVE,43 AVENUE,261,
58 STREET,55 AVENUE,55 DRIVE,262,
58 STREET,NORTHERN BOULEVARD,34 AVENUE,263,
58 STREET,55 DRIVE,56 DRIVE,264,
58TH ST,55TH AVE,55TH DR,265,
58TH STREET,NORTHEN BOULEVARD,34TH AVENUE,266,
59 AVE,92 ST,94 ST,267,
59 AVENUE,92 STREET,94 STREET,268,
59 AVENUE,94 STREET,92 STREET,269,
5TH AVENUE,EAST 46TH STREET,EAST 47TH STREET,270,
5TH AVENUE,EAST 61ST STREET,EAST 62ND STREET,271,
5TH AVENUE,EAST 73RD STREET,EAST 74TH STREET,272,
5TH AVENUE,EAST 60TH STREET,EAST 61ST STREET,273,
5TH AVENUE,EAST 11TH STREET,EAST 12TH STREET,274,
6 AVE,BUTLER ST,DOUGLAS ST,275,
6 AVE,PACIFIC ST,DEAN ST,276,
6 AVENUE,30 STREET,31 STREET,277,
6 AVENUE,ST JOHN'S PLACE,STERLING PLACE,278,
6 AVENUE,WEST 11 STREET,WEST 12 STREET,279,
6 AVENUE,WEST 27 STREET,WEST 28 STREET,280,
6 AVENUE,SPRING STREET,VANDAM STREET,281,
6 AVENUE,STERLING PLACE,ST JOHNS PLACE,282,
6 AVENUE,WEST 45 STREET,WEST 46 STREET,283,
60 STREET,11 AVENUE,12 AVENUE,284,
60 STREET,18 AVENUE,19 AVENUE,285,
60 STREET,19 AVENUE,20 AVENUE,286,
60TH STREET,19TH AVENUE,20TH AVENUE,287,
63 DRIVE,WETHEROLE STREET,BOOTH STREET,288,
63 DRIVE,AUSTIN STREET,WETHEROLE STREET,289,
63 DRIVE,WETHEROLE ST.,BOOTH STREET,290,
63RD DRIVE,AUSTIN STREET,WETHEROLE STREET,291,
65 PLACE,62 STREET,53 AVENUE,292,
65 PLACE,53 DRIVE,53 AVENUE,293,
65 PLACE,53 AVENUE,53 DRIVE,294,
65 STREET,10 AVENUE,11 AVENUE,295,
65 STREET,18 AVENUE,19 AVENUE,296,
65 STREET,5 AVENUE,6 AVENUE,297,
65 STREET,4 AVENUE,5 AVENUE,298,
65 STREET TRANSVERSE,EAST DRIVE,CENTER DRIVE,299,
65TH STREET,5TH AVENUE,6TH AVENUE,300,
69 ST,52 AVE,52 RD,301,
69 STREET,53 ROAD,53 DRIVE,302,
69 STREET,60 ROAD,60 DRIVE,303,
69 STREET,53 ROAD,53 ROAD,304,
69 STREET,60 DRIVE,60 ROAD,305,
6TH AVENUE,EAST 27TH STREET,EAST 28TH STREET,306,
6TH AVENUE,WEST 45TH STREET,WEST 46TH STREET,307,
7 AVE,BUTLER ST,DOUGLAS ST,308,
7 AVE,PACIFIC ST,DEAN ST,309,
7 AVE,WEST 148 ST,WEST 149 ST,310,
7 AVE,WEST 122 ST,WEST 123 ST,311,
7 AVE,WEST 123 ST,WEST 122 ST,312,
7 AVE,WEST 117 ST,WEST 118 ST,313,
7 AVE,WEST 118 ST,WEST 117 ST,314,
7 AVENUE,30 STREET,31 STREET,315,
7 AVENUE,65 STREET,66 STREET,316,
7 AVENUE,LINCOLN PLACE,ST JOHN'S PLACE,317,
7 AVENUE,WEST 12 STREET,WEST 13 STREET,318,
7 AVENUE,WEST 27 STREET,WEST 28 STREET,319,
7 AVENUE,BROADWAY,WEST 46 STREET,320,
7 AVENUE,68 STREET,67 STREET,321,
7 AVENUE,WEST 45 STREET,WEST 46 STREET,322,
7 AVENUE,ST JOHNS PLACE,LINCOLN PLACE,323,
7 AVENUE,BROADWAY,BROADWAY LINE,324,
73 AVENUE,195 STREET,196 STREET,325,
73 AVENUE,194 STREET,195 STREET,326,
73 PLACE,78 AVENUE,COOPER AVENUE,327,
73 PLACE,CENTRAL AVENUE,COOPER AVENUE,328,
73 PLACE,COOPER AVENUE,CENTRAL AVENUE,329,
73 PLACE,COOPER AVENUE,DEAD END,330,
73 PLACE,CENTRAL AVENUE,DEAD END,331,
73 PLACE SLIP LANE,COOPER AVENUE,CENTRAL AVENUE,332,
73 STREET,QUEENS MIDTOWN EXPRESSWAY SB,58 AVENUE,333,
79 STREET TRANSVERSE,5 AVENUE,EAST DRIVE,334,
7TH AVENUE,WEST 12TH STREET,WEST 13TH STREET,335,
7TH AVENUE,ST JOHNS PLACE,LINCOLN PLACE,336,
7TH AVENUE,EAST 27TH STREET,EAST 28TH STREET,337,
8 AVE,BUTLER ST,DOUGLAS ST,338,
8 AVE,PACIFIC ST,DEAN ST,339,
8 AVE,WEST 123 ST,WEST 124 ST,340,
8 AVE,WEST 124 ST,WEST 123 ST,341,
8 AVE,WEST 147 ST,WEST 148 ST,342,
8 AVE,WEST 148 ST,WEST 147 ST,343,
8 AVENUE,66 STREET,67 STREET,344,
8 AVENUE,CARROLL STREET,GARFIELD PLACE,345,
8 AVENUE,HORATIO STREET,WEST 4 STREET,346,
8 AVENUE,WEST 26 STREET,WEST 27 STREET,347,
8 AVENUE,WEST 45 STREET,WEST 46 STREET,348,
8 AVENUE,67 STREET,68 STREET,349,
8 AVENUE,GREENWICH AVENUE,WEST 14 STREET,350,
8 AVENUE,MONTGOMERY PLACE,GARFIELD PLACE,351,
8 AVENUE,WEST 47 STREET,WEST 48 STREET,352,
8 AVENUE,GREENWICH AVENUE,14 STREET/CANARSIE LINE,353,
8 AVENUE,8 AVENUE LINE,8 AVENUE LINE,354,
80 STREET,67 DRIVE,68 AVENUE,355,
80 STREET,68 AVENUE,67 DRIVE,356,
80 STREET,68 AVENUE,68 ROAD,357,
82 STREET,NORTHERN BOULEVARD,34 AVENUE,358,
82ND STREET,NORTHERN BOULEVARD,34TH AVENUE,359,
86 STREET,7 AVENUE,14 AVENUE,360,
86 STREET,11 AVENUE,12 AVENUE,361,
86 STREET,WEST 12 STREET,WEST 11 STREET,362,
86 STREET,19 AVENUE,BAY 22 STREET,363,
86 STREET TRANSVERSE,5 AVENUE,EAST DRIVE,364,
86TH ST,19TH AVE,20TH AVE,365,
86TH ST,W 11TH ST,W 12TH ST,366,
88 STREET,30 AVENUE,31 AVENUE,367,
8TH AVENUE,66TH STREET,67TH STREET,368,
8TH AVENUE,WEST 27TH STREET,WEST 28TH STREET,369,
9 AVENUE,WEST 25 STREET,WEST 26 STREET,370,
9 AVENUE,WEST 45 STREET,WEST 46 STREET,371,
9 AVENUE,WEST 25TH STREET,WEST 26TH STREET,372,
9 AVENUE,WEST 46 STREET,WEST 47 STREET,373,
9 STREET,9 STREET BRIDGE,2 AVENUE,374,
94 AVENUE,VAN WYCK EXPRESSWAY,138 PLACE,375,
94TH AVENUE,AIRTRAIN-JAMAICA STATION LINE,138TH PLACE,376,
97 STREET TRANSVERSE,5 AVENUE,EAST DRIVE,377,
9TH AVENUE,WEST 46TH STREET,WEST 47TH STREET,378,
ADAM C POWELL BOULEVARD,WEST 122ND STREET,WEST 123RD STREET,379,
ADAM C POWELL BOULEVARD,WEST 148TH STREET,WEST 149TH STREET,380,
ADAMN C POWELL BOULEVARD,WEST 148 STREET,WEST 149 STREET,381,
ADAMN C POWELL BOULEVARD,WEST 122 STREET,WEST 123 STREET,382,
ALBANY AVE,LENOX RD,LINDEN BLVD,383,
ALBANY AVE,MIDWOOD ST,RUTLAND RD,384,
ALBANY AVE,LINCOLN PL,ST JOHN'S PL,385,
ALBANY AVE,FARRAGUT RD,GLENWOOD RD,386,
ALBANY AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,387,
ALBANY AVENUE,LENOX ROAD,LINDEN BOULEVARD,388,
ALBANY AVENUE,ST JOHNS PLACE,LINCOLN PLACE,389,
ALBANY AVENUE,MIDWOOD STREET,RUTLAND ROAD,390,
ALLEN STREET,DELANCEY STREET,RIVINGTON STREET,391,
ALLEN STREET,RIVINGTON STREET,DELANCEY STREET,392,
ALLERTON AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,393,
ALLERTON AVENUE,RADCLIFF AVENUE,BRONXWOOD AVENUE,394,
AMBOY RD,BEACH AVE,3RD ST,395,
AMBOY ROAD,ROSE LANE,COLON STREET,396,
AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,397,
AMBOY ROAD,DALE AVENUE,BISHOP STREET,398,
AMBOY ROAD,WAIMER PLACE,BAMBERGER LANE,399,
AMBOY ROAD,ROSE LANE,ARBUTUS AVENUE,400,
AMBOY ROAD,3 STREET,DALE AVENUE,401,
AMBOY ROAD,3 STREET,DALE AVE,402,
AMBOY ROAD,2 STREET,DALE AVE.,403,
AMBOY ROAD,ARBUTUS AVENUE,ROSE LANE,404,
AMSTERDAM AVE,WEST 99 ST,WEST 100 ST,405,
AMSTERDAM AVE,WEST 118 ST,WEST 119 ST,406,
AMSTERDAM AVE,WEST 119 ST,WEST 118 ST,407,
AMSTERDAM AVE,WEST 147 ST,WEST 148 ST,408,
AMSTERDAM AVE,WEST 148 ST,WEST 147 ST,409,
AMSTERDAM AVE,WEST 164 ST,WEST 165 ST,410,
AMSTERDAM AVE,WEST 165 ST,WEST 164 ST,411,
AMSTERDAM AVE,WEST 171 ST,WEST 172 ST,412,
AMSTERDAM AVE,WEST 172 ST,WEST 171 ST,413,
AMSTERDAM AVE,WEST 167 ST,WEST 168 ST,414,
AMSTERDAM AVE,WEST 168 ST,WEST 167 ST,415,
AMSTERDAM AVENUE,WEST 61 STREET,WEST 62 STREET,416,
AMSTERDAM AVENUE,WEST 73 STREET,WEST 74 STREET,417,
AMSTERDAM AVENUE,WEST 118 STREET,WEST 119 STREET,418,
AMSTERDAM AVENUE,WEST 99 STREET,WEST 100 STREET,419,
AMSTERDAM AVENUE,WEST 147 STREET,WEST 148 STREET,420,
AMSTERDAM AVENUE,WEST 164 STREET,WEST 165 STREET,421,
AMSTERDAM AVENUE,WEST 73RD STREET,WEST 74TH STREET,422,
AMSTERDAM AVENUE,DEAD END,WEST 62 STREET,423,
AMSTERDAM AVENUE,WEST 118TH STREET,WEST 119TH STREET,424,
AMSTERDAM AVENUE,WEST 147TH STREET,WEST 148TH STREET,425,
AMSTERDAM AVENUE,WEST 99TH STREET,WEST 100TH STREET,426,
ANNADALE ROAD,LADD AVENUE,BERRY AVENUE,427,
ANNADALE ROAD,WATKINS AVENUE,BERRY AVENUE,428,
ANNADALE ROAD,BERRY AVENUE,WATKINS AVENUE,429,
ARCHER AVE,143 STREET,144 PLACE,430,
ARCHER AVE,143 ST,144 PL,431,
ARCHER AVE,143 ST,144 PLACE,432,
ARCHER AVENUE,143 STREET,144 PLACE,433,
ARCHER AVENUE,144TH PLACE,146TH STREET,434,
ARDEN AVE,STAFFORD AVE,SINCLAIR AVE,435,
ARDEN AVENUE,SINCLAIR AVENUE,SHELDON AVENUE,436,
ARDEN AVENUE,STAFFORD AVENUE,SINCLAIR AVENUE,437,
ARTHUR AVENUE,EAST 189 STREET,EAST FORDHAM ROAD,438,
ARTHUR AVENUE,EAST FORDHAM ROAD,EAST 189 STREET,439,
ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,440,
ARTHUR KILL ROAD,WINANT PLACE,MANLEY STREET,441,
ARTHUR KILL ROAD,ENGLEWOOD AVENUE,SHARROTTS ROAD,442,
ARTHUR KILL ROAD,MAZZA COURT,KRISSA COURT,443,
ARTHUR KILL ROAD,TOKEN STREET,CROSSFIELD AVENUE,444,
ARTHUR KILL ROAD,CROSSFIELD AVENUE,TOKEN STREET,445,
ARTHUR KILL ROAD,SHARROTTS ROAD,WINANT LANE,446,
ASH ST,COMMERCIAL ST,MC GUINNESS,447,
ASHLAND PLACE,4 AVENUE,LAFAYETTE AVENUE,448,
ASHLAND PLACE,LAFAYETTE AVENUE,HANSON PLACE,449,
ASHLAND PLACE,4 AVENUE LINE,4 AVENUE LINE,450,
ASTOR AVENUE,BARNES AVENUE,MATTHEWS AVENUE,451,
ASTOR AVENUE,WALLACE AVENUE,BARNES AVENUE,452,
ASTORIA BOULEVARD,25 AVENUE,91 STREET,453,
ASTORIA BOULEVARD,88 STREET,89 STREET,454,
ATLANTIC AVE,ALABAMA AVE,WILLIAMS AVE,455,
ATLANTIC AVE,CLASSON AVE,NYCTA SUBWAY,456,
ATLANTIC AVE,97TH ST,98TH ST,457,
ATLANTIC AVE,LINCOLN AVE,SHERIDAN AVE,458,
ATLANTIC AVENUE,97 STREET,98 STREET,459,
ATLANTIC AVENUE,3 AVENUE,4 AVENUE,460,
ATLANTIC AVENUE,HINSDALE STREET,WILLIAMS AVENUE,461,
ATLANTIC AVENUE,LINCOLN AVENUE,NICHOLS AVENUE,462,
ATLANTIC AVENUE,WILLIAMS AVENUE,HILLSDALE STREET,463,
ATLANTIC AVENUE,VAN SINDEREN AVENUE,WILLIAMS PLACE,464,
ATLANTIC AVENUE,WILLIAMS AVENUE,ALABAMA AVENUE,465,
ATLANTIC AVENUE,LIRR ATLANTIC LINE,LIRR ATLANTIC LINE,466,
ATLANTIC AVENUE,DEAD END,DEAD END,467,
ATLANTIC AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,468,
ATLANTIC AVENUE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,469,
ATLANTIC AVENUE,97TH STREET,98TH STREET,470,
ATLANTIC AVENUE,CRESCENT STREET,AUTUMN AVENUE,471,
