Roadway.Name,From,To,id,ZIP CODE,int1,int2,zip1,zip2
39TH AVENUE,50TH STREET,51ST STREET,188,,39TH+AVENUE+%26+50TH+STREET,39TH+AVENUE+%26+51ST+STREET,11104,11104
39TH ST,NORTHERN BLVD,SKILLMAN AVE,189,,39TH+ST+%26+NORTHERN+BLVD,39TH+ST+%26+SKILLMAN+AVE,11101,11101
3RD AVENUE,EAST 46TH STREET,EAST 47TH STREET,190,,3RD+AVENUE+%26+EAST+46TH+STREET,3RD+AVENUE+%26+EAST+47TH+STREET,10017,10017
3RD AVENUE,EAST 27TH STREET,EAST 28TH STREET,191,,3RD+AVENUE+%26+EAST+27TH+STREET,3RD+AVENUE+%26+EAST+28TH+STREET,10016,10016
3RD AVENUE,30TH STREET,31ST STREET,192,,3RD+AVENUE+%26+30TH+STREET,3RD+AVENUE+%26+31ST+STREET,11232,11232
3RD AVENUE,BALTIC STREET,BUTLER STREET,193,,3RD+AVENUE+%26+BALTIC+STREET,3RD+AVENUE+%26+BUTLER+STREET,11217,11217
3RD AVENUE,EAST 12TH STREET,EAST 13TH STREET,194,,3RD+AVENUE+%26+EAST+12TH+STREET,3RD+AVENUE+%26+EAST+13TH+STREET,10003,10003
3RD AVENUE,EAST 154TH STREET,EAST 155TH STREET,195,,3RD+AVENUE+%26+EAST+154TH+STREET,3RD+AVENUE+%26+EAST+155TH+STREET,10455,10455
3RD AVENUE,SENATOR STREET,6TH STREET,196,,3RD+AVENUE+%26+SENATOR+STREET,3RD+AVENUE+%26+6TH+STREET,11220,10003
3RD AVENUE,SENATOR STREET,68TH STREET,197,,3RD+AVENUE+%26+SENATOR+STREET,3RD+AVENUE+%26+68TH+STREET,11220,11220
4 AVE,BUTLER ST,DOUGLAS ST,198,,4+AVE+%26+BUTLER+ST,4+AVE+%26+DOUGLAS+ST,11217,11217
4 AVE,PACIFIC ST,DEAN ST,199,,4+AVE+%26+PACIFIC+ST,4+AVE+%26+DEAN+ST,11217,11217
4 AVENUE,30 STREET,31 STREET,200,,4+AVENUE+%26+30+STREET,4+AVENUE+%26+31+STREET,11232,11232
4 AVENUE,68 STREET,SENATOR STREET,201,,4+AVENUE+%26+68+STREET,4+AVENUE+%26+SENATOR+STREET,11220,11220
4 AVENUE,EAST 9 STREET,EAST 10 STREET,202,,4+AVENUE+%26+EAST+9+STREET,4+AVENUE+%26+EAST+10+STREET,10003,10003
4 AVENUE,28 STREET,29 STREET,203,,4+AVENUE+%26+28+STREET,4+AVENUE+%26+29+STREET,11232,11232
4 AVENUE,BUTLER STREET,DOUGLASS STREET,204,,4+AVENUE+%26+BUTLER+STREET,4+AVENUE+%26+DOUGLASS+STREET,11217,11217
4 AVENUE,EAST 11 STREET,EAST 12 STREET,205,,4+AVENUE+%26+EAST+11+STREET,4+AVENUE+%26+EAST+12+STREET,10003,10003
4 AVENUE,29 STREET,30 STREET,206,,4+AVENUE+%26+29+STREET,4+AVENUE+%26+30+STREET,11232,11232
45 AVENUE,194 STREET,195 STREET,207,,45+AVENUE+%26+194+STREET,45+AVENUE+%26+195+STREET,11358,11358
45 AVENUE,193 STREET,192 STREET,208,,45+AVENUE+%26+193+STREET,45+AVENUE+%26+192+STREET,11358,11358
45 AVENUE,192 STREET,193 STREET,209,,45+AVENUE+%26+192+STREET,45+AVENUE+%26+193+STREET,11358,11358
47 AVENUE,190 STREET,192 STREET,210,,47+AVENUE+%26+190+STREET,47+AVENUE+%26+192+STREET,11358,11358
47 AVENUE,190 STREET,189 STREET,211,,47+AVENUE+%26+190+STREET,47+AVENUE+%26+189+STREET,11358,11358
47 AVENUE,189 STREET,190 STREET,212,,47+AVENUE+%26+189+STREET,47+AVENUE+%26+190+STREET,11358,11358
47TH AVENUE,189TH STREET,190TH STREET,213,,47TH+AVENUE+%26+189TH+STREET,47TH+AVENUE+%26+190TH+STREET,11358,11358
48 STREET,BARNETT AVENUE,39 AVENUE,214,,48+STREET+%26+BARNETT+AVENUE,48+STREET+%26+39+AVENUE,11104,11104
48 STREET,54 ROAD,55 AVENUE,215,,48+STREET+%26+54+ROAD,48+STREET+%26+55+AVENUE,11378,11378
48 STREET,56 ROAD,55 AVENUE,216,,48+STREET+%26+56+ROAD,48+STREET+%26+55+AVENUE,11378,11378
48 STREET,NORTHERN BOULEVARD,37  AVENUE,217,,48+STREET+%26+NORTHERN+BOULEVARD,48+STREET+%26+37++AVENUE,11101,11101
48ST STREET,NORTHERN BOULEVARD,37TH AVE,218,,48ST+STREET+%26+NORTHERN+BOULEVARD,48ST+STREET+%26+37TH+AVE,OCTYPE,OCTYPE
48TH ST,37TH AVE,NORTHERN BLVD,219,,48TH+ST+%26+37TH+AVE,48TH+ST+%26+NORTHERN+BLVD,11101,11101
48TH STREET,NORTHEN BOULEVARD,37TH AVENUE,220,,48TH+STREET+%26+NORTHEN+BOULEVARD,48TH+STREET+%26+37TH+AVENUE,11101,11101
49 STREET,12 AVENUE,13 AVENUE,221,,49+STREET+%26+12+AVENUE,49+STREET+%26+13+AVENUE,11219,11219
4TH AVE,SENATOR ST,68TH ST,222,,4TH+AVE+%26+SENATOR+ST,4TH+AVE+%26+68TH+ST,11220,11220
4TH AVE,E 9TH ST,E 10TH ST,223,,4TH+AVE+%26+E+9TH+ST,4TH+AVE+%26+E+10TH+ST,10003,10003
5 AVE,BUTLER ST,DOUGLAS ST,224,,5+AVE+%26+BUTLER+ST,5+AVE+%26+DOUGLAS+ST,11231,11217
5 AVE,PACIFIC ST,DEAN ST,225,,5+AVE+%26+PACIFIC+ST,5+AVE+%26+DEAN+ST,OCTYPE,11217
5 AVENUE,30 STREET,31 STREET,226,,5+AVENUE+%26+30+STREET,5+AVENUE+%26+31+STREET,11232,10001
5 AVENUE,24 STREET,36 STREET,227,,5+AVENUE+%26+24+STREET,5+AVENUE+%26+36+STREET,10010,11232
5 AVENUE,DE GRAW STREET,DOUGLASS STREET,228,,5+AVENUE+%26+DE+GRAW+STREET,5+AVENUE+%26+DOUGLASS+STREET,11217,11217
5 AVENUE,EAST 11 STREET,EAST 12 STREET,229,,5+AVENUE+%26+EAST+11+STREET,5+AVENUE+%26+EAST+12+STREET,10011,10011
5 AVENUE,BROADWAY,EAST 26 STREET,230,,5+AVENUE+%26+BROADWAY,5+AVENUE+%26+EAST+26+STREET,10010,10001
5 AVENUE,EAST 27 STREET,EAST 28 STREET,231,,5+AVENUE+%26+EAST+27+STREET,5+AVENUE+%26+EAST+28+STREET,10001,10001
5 AVENUE,EAST 46 STREET,EAST 47 STREET,232,,5+AVENUE+%26+EAST+46+STREET,5+AVENUE+%26+EAST+47+STREET,10036,10017
5 AVENUE,WEST 59 STREET,WEST 60 STREET,233,,5+AVENUE+%26+WEST+59+STREET,5+AVENUE+%26+WEST+60+STREET,10022,OCTYPE
5 AVENUE,EAST 73 STREET,EAST 74 STREET,234,,5+AVENUE+%26+EAST+73+STREET,5+AVENUE+%26+EAST+74+STREET,10021,10021
5 AVENUE,101 STREET,GUSTAVE L LEVY PLACE,235,,5+AVENUE+%26+101+STREET,5+AVENUE+%26+GUSTAVE+L+LEVY+PLACE,10029,10029
5 AVENUE,65 STREET,GOWANUS EXPRESSWAY,236,,5+AVENUE+%26+65+STREET,5+AVENUE+%26+GOWANUS+EXPRESSWAY,11220,11220
5 AVENUE,WEST 25 STREET,EAST 26 STREET,237,,5+AVENUE+%26+WEST+25+STREET,5+AVENUE+%26+EAST+26+STREET,10010,10001
5 AVENUE,WEST 25 STREET,BROADWAY,238,,5+AVENUE+%26+WEST+25+STREET,5+AVENUE+%26+BROADWAY,10010,10010
5 AVENUE,DOUGLASS STREET,DE GRAW STREET,239,,5+AVENUE+%26+DOUGLASS+STREET,5+AVENUE+%26+DE+GRAW+STREET,11217,11217
5 AVENUE,32 STREET,33 STREET,240,,5+AVENUE+%26+32+STREET,5+AVENUE+%26+33+STREET,10001,10001
5 AVENUE,EAST 12 STREET,EAST 13 STREET,241,,5+AVENUE+%26+EAST+12+STREET,5+AVENUE+%26+EAST+13+STREET,10011,10011
5 AVENUE,EAST 61 STREET,EAST 62 STREET,242,,5+AVENUE+%26+EAST+61+STREET,5+AVENUE+%26+EAST+62+STREET,10019,10019
5 AVENUE,EAST 60 STREET,EAST 61 STREET,243,,5+AVENUE+%26+EAST+60+STREET,5+AVENUE+%26+EAST+61+STREET,10019,10019
5 AVENUE,BROADWAY,WEST 25TH STREET,244,,5+AVENUE+%26+BROADWAY,5+AVENUE+%26+WEST+25TH+STREET,10010,10010
5 AVENUE,EAST 101TH STREET,GUSTAVE L LEVY PLACE,245,,5+AVENUE+%26+EAST+101TH+STREET,5+AVENUE+%26+GUSTAVE+L+LEVY+PLACE,OCTYPE,10029
50 STREET,13 AVENUE,NEW UTRECHT AVENUE,246,,50+STREET+%26+13+AVENUE,50+STREET+%26+NEW+UTRECHT+AVENUE,11219,11219
50 STREET,NEW UTRECHT AVENUE,13 AVENUE,247,,50+STREET+%26+NEW+UTRECHT+AVENUE,50+STREET+%26+13+AVENUE,11219,11219
50 STREET,NEW UTECHT AVENUE,13 AVENUE,248,,50+STREET+%26+NEW+UTECHT+AVENUE,50+STREET+%26+13+AVENUE,OCTYPE,11219
51 AVENUE,90 STREET,92 STREET,249,,51+AVENUE+%26+90+STREET,51+AVENUE+%26+92+STREET,11373,11373
51 STREET,13 AVENUE,NEW UTRECHT AVENUE,250,,51+STREET+%26+13+AVENUE,51+STREET+%26+NEW+UTRECHT+AVENUE,11219,11219
51 STREET,19 AVENUE,20 AVENUE,251,,51+STREET+%26+19+AVENUE,51+STREET+%26+20+AVENUE,11204,11204
51 STREET,39 AVENUE,SKILLMAN AVENUE,252,,51+STREET+%26+39+AVENUE,51+STREET+%26+SKILLMAN+AVENUE,11104,11377
51TH AVENUE,90TH STREET,92ND STREET,253,,51TH+AVENUE+%26+90TH+STREET,51TH+AVENUE+%26+92ND+STREET,OCTYPE,OCTYPE
56 AVE,194 STREET,195 STREET,254,,56+AVE+%26+194+STREET,56+AVE+%26+195+STREET,11365,11365
56 ROAD,43 STREET,48 STREET,255,,56+ROAD+%26+43+STREET,56+ROAD+%26+48+STREET,11378,11378
56 ROAD,43RD STREET,48TH STREET,256,,56+ROAD+%26+43RD+STREET,56+ROAD+%26+48TH+STREET,11378,11378
56TH RD,43RD ST,48TH ST,257,,56TH+RD+%26+43RD+ST,56TH+RD+%26+48TH+ST,11378,11378
57 STREET,WOODSIDE AVENUE,ROOSEVELT AVENUE,258,,57+STREET+%26+WOODSIDE+AVENUE,57+STREET+%26+ROOSEVELT+AVENUE,11377,11377
58 AVENUE,192 STREET,UNDERHILL AVENUE,259,,58+AVENUE+%26+192+STREET,58+AVENUE+%26+UNDERHILL+AVENUE,11365,11365
58 AVENUE,73 PLACE,74 STREET,260,,58+AVENUE+%26+73+PLACE,58+AVENUE+%26+74+STREET,11378,11379
58 STREET,41 DRIVE,43 AVENUE,261,,58+STREET+%26+41+DRIVE,58+STREET+%26+43+AVENUE,11377,11377
58 STREET,55 AVENUE,55 DRIVE,262,,58+STREET+%26+55+AVENUE,58+STREET+%26+55+DRIVE,11378,11378
58 STREET,NORTHERN BOULEVARD,34 AVENUE,263,,58+STREET+%26+NORTHERN+BOULEVARD,58+STREET+%26+34+AVENUE,11377,11377
58 STREET,55 DRIVE,56 DRIVE,264,,58+STREET+%26+55+DRIVE,58+STREET+%26+56+DRIVE,11378,11378
58TH ST,55TH AVE,55TH DR,265,,58TH+ST+%26+55TH+AVE,58TH+ST+%26+55TH+DR,11378,11378
58TH STREET,NORTHEN BOULEVARD,34TH AVENUE,266,,58TH+STREET+%26+NORTHEN+BOULEVARD,58TH+STREET+%26+34TH+AVENUE,11377,11377
59 AVE,92 ST,94 ST,267,,59+AVE+%26+92+ST,59+AVE+%26+94+ST,11373,11373
59 AVENUE,92 STREET,94 STREET,268,,59+AVENUE+%26+92+STREET,59+AVENUE+%26+94+STREET,11373,11373
59 AVENUE,94 STREET,92 STREET,269,,59+AVENUE+%26+94+STREET,59+AVENUE+%26+92+STREET,11373,11373
5TH AVENUE,EAST 46TH STREET,EAST 47TH STREET,270,,5TH+AVENUE+%26+EAST+46TH+STREET,5TH+AVENUE+%26+EAST+47TH+STREET,10036,10017
5TH AVENUE,EAST 61ST STREET,EAST 62ND STREET,271,,5TH+AVENUE+%26+EAST+61ST+STREET,5TH+AVENUE+%26+EAST+62ND+STREET,10019,10019
5TH AVENUE,EAST 73RD STREET,EAST 74TH STREET,272,,5TH+AVENUE+%26+EAST+73RD+STREET,5TH+AVENUE+%26+EAST+74TH+STREET,10021,10021
5TH AVENUE,EAST 60TH STREET,EAST 61ST STREET,273,,5TH+AVENUE+%26+EAST+60TH+STREET,5TH+AVENUE+%26+EAST+61ST+STREET,10019,10019
5TH AVENUE,EAST 11TH STREET,EAST 12TH STREET,274,,5TH+AVENUE+%26+EAST+11TH+STREET,5TH+AVENUE+%26+EAST+12TH+STREET,10011,10011
6 AVE,BUTLER ST,DOUGLAS ST,275,,6+AVE+%26+BUTLER+ST,6+AVE+%26+DOUGLAS+ST,11231,OCTYPE
6 AVE,PACIFIC ST,DEAN ST,276,,6+AVE+%26+PACIFIC+ST,6+AVE+%26+DEAN+ST,11217,11217
6 AVENUE,30 STREET,31 STREET,277,,6+AVENUE+%26+30+STREET,6+AVENUE+%26+31+STREET,10001,10001
6 AVENUE,ST JOHN'S PLACE,STERLING PLACE,278,,6+AVENUE+%26+ST+JOHN'S+PLACE,6+AVENUE+%26+STERLING+PLACE,OCTYPE,11217
6 AVENUE,WEST 11 STREET,WEST 12 STREET,279,,6+AVENUE+%26+WEST+11+STREET,6+AVENUE+%26+WEST+12+STREET,10011,10011
6 AVENUE,WEST 27 STREET,WEST 28 STREET,280,,6+AVENUE+%26+WEST+27+STREET,6+AVENUE+%26+WEST+28+STREET,10010,10001
6 AVENUE,SPRING STREET,VANDAM STREET,281,,6+AVENUE+%26+SPRING+STREET,6+AVENUE+%26+VANDAM+STREET,10013,10014
6 AVENUE,STERLING PLACE,ST JOHNS PLACE,282,,6+AVENUE+%26+STERLING+PLACE,6+AVENUE+%26+ST+JOHNS+PLACE,11217,10455
6 AVENUE,WEST 45 STREET,WEST 46 STREET,283,,6+AVENUE+%26+WEST+45+STREET,6+AVENUE+%26+WEST+46+STREET,10036,10036
60 STREET,11 AVENUE,12 AVENUE,284,,60+STREET+%26+11+AVENUE,60+STREET+%26+12+AVENUE,11219,11219
60 STREET,18 AVENUE,19 AVENUE,285,,60+STREET+%26+18+AVENUE,60+STREET+%26+19+AVENUE,11204,11204
60 STREET,19 AVENUE,20 AVENUE,286,,60+STREET+%26+19+AVENUE,60+STREET+%26+20+AVENUE,11204,11204
60TH STREET,19TH AVENUE,20TH AVENUE,287,,60TH+STREET+%26+19TH+AVENUE,60TH+STREET+%26+20TH+AVENUE,11204,11204
63 DRIVE,WETHEROLE STREET,BOOTH STREET,288,,63+DRIVE+%26+WETHEROLE+STREET,63+DRIVE+%26+BOOTH+STREET,11374,11374
63 DRIVE,AUSTIN STREET,WETHEROLE STREET,289,,63+DRIVE+%26+AUSTIN+STREET,63+DRIVE+%26+WETHEROLE+STREET,11374,11374
63 DRIVE,WETHEROLE ST.,BOOTH STREET,290,,63+DRIVE+%26+WETHEROLE+ST.,63+DRIVE+%26+BOOTH+STREET,11374,11374
63RD DRIVE,AUSTIN STREET,WETHEROLE STREET,291,,63RD+DRIVE+%26+AUSTIN+STREET,63RD+DRIVE+%26+WETHEROLE+STREET,11374,11374
65 PLACE,62 STREET,53 AVENUE,292,,65+PLACE+%26+62+STREET,65+PLACE+%26+53+AVENUE,11378,11378
65 PLACE,53 DRIVE,53 AVENUE,293,,65+PLACE+%26+53+DRIVE,65+PLACE+%26+53+AVENUE,11378,11378
65 PLACE,53 AVENUE,53 DRIVE,294,,65+PLACE+%26+53+AVENUE,65+PLACE+%26+53+DRIVE,11378,11378
65 STREET,10 AVENUE,11 AVENUE,295,,65+STREET+%26+10+AVENUE,65+STREET+%26+11+AVENUE,11219,11219
65 STREET,18 AVENUE,19 AVENUE,296,,65+STREET+%26+18+AVENUE,65+STREET+%26+19+AVENUE,11204,11204
65 STREET,5 AVENUE,6 AVENUE,297,,65+STREET+%26+5+AVENUE,65+STREET+%26+6+AVENUE,11220,11220
65 STREET,4 AVENUE,5 AVENUE,298,,65+STREET+%26+4+AVENUE,65+STREET+%26+5+AVENUE,11220,11220
65 STREET TRANSVERSE,EAST DRIVE,CENTER DRIVE,299,,65+STREET+TRANSVERSE+%26+EAST+DRIVE,65+STREET+TRANSVERSE+%26+CENTER+DRIVE,OCTYPE,OCTYPE
65TH STREET,5TH AVENUE,6TH AVENUE,300,,65TH+STREET+%26+5TH+AVENUE,65TH+STREET+%26+6TH+AVENUE,11220,11220
69 ST,52 AVE,52 RD,301,,69+ST+%26+52+AVE,69+ST+%26+52+RD,11377,11378
69 STREET,53 ROAD,53 DRIVE,302,,69+STREET+%26+53+ROAD,69+STREET+%26+53+DRIVE,11378,11378
69 STREET,60 ROAD,60 DRIVE,303,,69+STREET+%26+60+ROAD,69+STREET+%26+60+DRIVE,11378,11378
69 STREET,53 ROAD,53 ROAD,304,,69+STREET+%26+53+ROAD,69+STREET+%26+53+ROAD,11378,11378
69 STREET,60 DRIVE,60 ROAD,305,,69+STREET+%26+60+DRIVE,69+STREET+%26+60+ROAD,11378,11378
6TH AVENUE,EAST 27TH STREET,EAST 28TH STREET,306,,6TH+AVENUE+%26+EAST+27TH+STREET,6TH+AVENUE+%26+EAST+28TH+STREET,10010,OCTYPE
6TH AVENUE,WEST 45TH STREET,WEST 46TH STREET,307,,6TH+AVENUE+%26+WEST+45TH+STREET,6TH+AVENUE+%26+WEST+46TH+STREET,10036,10036
7 AVE,BUTLER ST,DOUGLAS ST,308,,7+AVE+%26+BUTLER+ST,7+AVE+%26+DOUGLAS+ST,11231,OCTYPE
7 AVE,PACIFIC ST,DEAN ST,309,,7+AVE+%26+PACIFIC+ST,7+AVE+%26+DEAN+ST,OCTYPE,OCTYPE
7 AVE,WEST 148 ST,WEST 149 ST,310,,7+AVE+%26+WEST+148+ST,7+AVE+%26+WEST+149+ST,OCTYPE,OCTYPE
7 AVE,WEST 122 ST,WEST 123 ST,311,,7+AVE+%26+WEST+122+ST,7+AVE+%26+WEST+123+ST,OCTYPE,OCTYPE
7 AVE,WEST 123 ST,WEST 122 ST,312,,7+AVE+%26+WEST+123+ST,7+AVE+%26+WEST+122+ST,OCTYPE,OCTYPE
7 AVE,WEST 117 ST,WEST 118 ST,313,,7+AVE+%26+WEST+117+ST,7+AVE+%26+WEST+118+ST,OCTYPE,OCTYPE
7 AVE,WEST 118 ST,WEST 117 ST,314,,7+AVE+%26+WEST+118+ST,7+AVE+%26+WEST+117+ST,OCTYPE,OCTYPE
7 AVENUE,30 STREET,31 STREET,315,,7+AVENUE+%26+30+STREET,7+AVENUE+%26+31+STREET,10001,10119
7 AVENUE,65 STREET,66 STREET,316,,7+AVENUE+%26+65+STREET,7+AVENUE+%26+66+STREET,11220,11220
7 AVENUE,LINCOLN PLACE,ST JOHN'S PLACE,317,,7+AVENUE+%26+LINCOLN+PLACE,7+AVENUE+%26+ST+JOHN'S+PLACE,11217,11217
7 AVENUE,WEST 12 STREET,WEST 13 STREET,318,,7+AVENUE+%26+WEST+12+STREET,7+AVENUE+%26+WEST+13+STREET,10011,10011
7 AVENUE,WEST 27 STREET,WEST 28 STREET,319,,7+AVENUE+%26+WEST+27+STREET,7+AVENUE+%26+WEST+28+STREET,10001,10001
7 AVENUE,BROADWAY,WEST 46 STREET,320,,7+AVENUE+%26+BROADWAY,7+AVENUE+%26+WEST+46+STREET,10036,10036
7 AVENUE,68 STREET,67 STREET,321,,7+AVENUE+%26+68+STREET,7+AVENUE+%26+67+STREET,11220,11220
7 AVENUE,WEST 45 STREET,WEST 46 STREET,322,,7+AVENUE+%26+WEST+45+STREET,7+AVENUE+%26+WEST+46+STREET,10036,10036
7 AVENUE,ST JOHNS PLACE,LINCOLN PLACE,323,,7+AVENUE+%26+ST+JOHNS+PLACE,7+AVENUE+%26+LINCOLN+PLACE,11217,11217
7 AVENUE,BROADWAY,BROADWAY LINE,324,,7+AVENUE+%26+BROADWAY,7+AVENUE+%26+BROADWAY+LINE,10036,OCTYPE
73 AVENUE,195 STREET,196 STREET,325,,73+AVENUE+%26+195+STREET,73+AVENUE+%26+196+STREET,11366,11366
73 AVENUE,194 STREET,195 STREET,326,,73+AVENUE+%26+194+STREET,73+AVENUE+%26+195+STREET,11366,11366
73 PLACE,78 AVENUE,COOPER AVENUE,327,,73+PLACE+%26+78+AVENUE,73+PLACE+%26+COOPER+AVENUE,11385,11385
73 PLACE,CENTRAL AVENUE,COOPER AVENUE,328,,73+PLACE+%26+CENTRAL+AVENUE,73+PLACE+%26+COOPER+AVENUE,11385,11385
73 PLACE,COOPER AVENUE,CENTRAL AVENUE,329,,73+PLACE+%26+COOPER+AVENUE,73+PLACE+%26+CENTRAL+AVENUE,11385,11385
73 PLACE,COOPER AVENUE,DEAD END,330,,73+PLACE+%26+COOPER+AVENUE,73+PLACE+%26+DEAD+END,11385,OCTYPE
73 PLACE,CENTRAL AVENUE,DEAD END,331,,73+PLACE+%26+CENTRAL+AVENUE,73+PLACE+%26+DEAD+END,11385,OCTYPE
73 PLACE SLIP LANE,COOPER AVENUE,CENTRAL AVENUE,332,,73+PLACE+SLIP+LANE+%26+COOPER+AVENUE,73+PLACE+SLIP+LANE+%26+CENTRAL+AVENUE,OCTYPE,OCTYPE
73 STREET,QUEENS MIDTOWN EXPRESSWAY SB,58 AVENUE,333,,73+STREET+%26+QUEENS+MIDTOWN+EXPRESSWAY+SB,73+STREET+%26+58+AVENUE,OCTYPE,11378
79 STREET TRANSVERSE,5 AVENUE,EAST DRIVE,334,,79+STREET+TRANSVERSE+%26+5+AVENUE,79+STREET+TRANSVERSE+%26+EAST+DRIVE,10028,OCTYPE
7TH AVENUE,WEST 12TH STREET,WEST 13TH STREET,335,,7TH+AVENUE+%26+WEST+12TH+STREET,7TH+AVENUE+%26+WEST+13TH+STREET,10011,10011
7TH AVENUE,ST JOHNS PLACE,LINCOLN PLACE,336,,7TH+AVENUE+%26+ST+JOHNS+PLACE,7TH+AVENUE+%26+LINCOLN+PLACE,11217,11217
7TH AVENUE,EAST 27TH STREET,EAST 28TH STREET,337,,7TH+AVENUE+%26+EAST+27TH+STREET,7TH+AVENUE+%26+EAST+28TH+STREET,10001,OCTYPE
8 AVE,BUTLER ST,DOUGLAS ST,338,,8+AVE+%26+BUTLER+ST,8+AVE+%26+DOUGLAS+ST,11231,OCTYPE
8 AVE,PACIFIC ST,DEAN ST,339,,8+AVE+%26+PACIFIC+ST,8+AVE+%26+DEAN+ST,OCTYPE,11201
8 AVE,WEST 123 ST,WEST 124 ST,340,,8+AVE+%26+WEST+123+ST,8+AVE+%26+WEST+124+ST,10027,10027
8 AVE,WEST 124 ST,WEST 123 ST,341,,8+AVE+%26+WEST+124+ST,8+AVE+%26+WEST+123+ST,10027,10027
8 AVE,WEST 147 ST,WEST 148 ST,342,,8+AVE+%26+WEST+147+ST,8+AVE+%26+WEST+148+ST,10039,10039
8 AVE,WEST 148 ST,WEST 147 ST,343,,8+AVE+%26+WEST+148+ST,8+AVE+%26+WEST+147+ST,10039,10039
8 AVENUE,66 STREET,67 STREET,344,,8+AVENUE+%26+66+STREET,8+AVENUE+%26+67+STREET,11220,11220
8 AVENUE,CARROLL STREET,GARFIELD PLACE,345,,8+AVENUE+%26+CARROLL+STREET,8+AVENUE+%26+GARFIELD+PLACE,11215,11215
8 AVENUE,HORATIO STREET,WEST 4 STREET,346,,8+AVENUE+%26+HORATIO+STREET,8+AVENUE+%26+WEST+4+STREET,10014,10014
8 AVENUE,WEST 26 STREET,WEST 27 STREET,347,,8+AVENUE+%26+WEST+26+STREET,8+AVENUE+%26+WEST+27+STREET,10001,10001
8 AVENUE,WEST 45 STREET,WEST 46 STREET,348,,8+AVENUE+%26+WEST+45+STREET,8+AVENUE+%26+WEST+46+STREET,10036,10036
8 AVENUE,67 STREET,68 STREET,349,,8+AVENUE+%26+67+STREET,8+AVENUE+%26+68+STREET,11220,11220
8 AVENUE,GREENWICH AVENUE,WEST 14 STREET,350,,8+AVENUE+%26+GREENWICH+AVENUE,8+AVENUE+%26+WEST+14+STREET,10011,10011
8 AVENUE,MONTGOMERY PLACE,GARFIELD PLACE,351,,8+AVENUE+%26+MONTGOMERY+PLACE,8+AVENUE+%26+GARFIELD+PLACE,11215,11215
8 AVENUE,WEST 47 STREET,WEST 48 STREET,352,,8+AVENUE+%26+WEST+47+STREET,8+AVENUE+%26+WEST+48+STREET,10036,10019
8 AVENUE,GREENWICH AVENUE,14 STREET/CANARSIE LINE,353,,8+AVENUE+%26+GREENWICH+AVENUE,8+AVENUE+%26+14+STREET/CANARSIE+LINE,10011,OCTYPE
8 AVENUE,8 AVENUE LINE,8 AVENUE LINE,354,,8+AVENUE+%26+8+AVENUE+LINE,8+AVENUE+%26+8+AVENUE+LINE,OCTYPE,OCTYPE
80 STREET,67 DRIVE,68 AVENUE,355,,80+STREET+%26+67+DRIVE,80+STREET+%26+68+AVENUE,11379,11379
80 STREET,68 AVENUE,67 DRIVE,356,,80+STREET+%26+68+AVENUE,80+STREET+%26+67+DRIVE,11379,11379
80 STREET,68 AVENUE,68 ROAD,357,,80+STREET+%26+68+AVENUE,80+STREET+%26+68+ROAD,11379,11379
82 STREET,NORTHERN BOULEVARD,34 AVENUE,358,,82+STREET+%26+NORTHERN+BOULEVARD,82+STREET+%26+34+AVENUE,11370,11372
82ND STREET,NORTHERN BOULEVARD,34TH AVENUE,359,,82ND+STREET+%26+NORTHERN+BOULEVARD,82ND+STREET+%26+34TH+AVENUE,11370,11372
86 STREET,7 AVENUE,14 AVENUE,360,,86+STREET+%26+7+AVENUE,86+STREET+%26+14+AVENUE,11228,11228
86 STREET,11 AVENUE,12 AVENUE,361,,86+STREET+%26+11+AVENUE,86+STREET+%26+12+AVENUE,11228,11228
86 STREET,WEST 12 STREET,WEST 11 STREET,362,,86+STREET+%26+WEST+12+STREET,86+STREET+%26+WEST+11+STREET,11223,11223
86 STREET,19 AVENUE,BAY 22 STREET,363,,86+STREET+%26+19+AVENUE,86+STREET+%26+BAY+22+STREET,11214,11214
86 STREET TRANSVERSE,5 AVENUE,EAST DRIVE,364,,86+STREET+TRANSVERSE+%26+5+AVENUE,86+STREET+TRANSVERSE+%26+EAST+DRIVE,OCTYPE,OCTYPE
86TH ST,19TH AVE,20TH AVE,365,,86TH+ST+%26+19TH+AVE,86TH+ST+%26+20TH+AVE,11214,11214
86TH ST,W 11TH ST,W 12TH ST,366,,86TH+ST+%26+W+11TH+ST,86TH+ST+%26+W+12TH+ST,11223,11223
88 STREET,30 AVENUE,31 AVENUE,367,,88+STREET+%26+30+AVENUE,88+STREET+%26+31+AVENUE,11369,11369
8TH AVENUE,66TH STREET,67TH STREET,368,,8TH+AVENUE+%26+66TH+STREET,8TH+AVENUE+%26+67TH+STREET,11220,11220
8TH AVENUE,WEST 27TH STREET,WEST 28TH STREET,369,,8TH+AVENUE+%26+WEST+27TH+STREET,8TH+AVENUE+%26+WEST+28TH+STREET,10001,10001
9 AVENUE,WEST 25 STREET,WEST 26 STREET,370,,9+AVENUE+%26+WEST+25+STREET,9+AVENUE+%26+WEST+26+STREET,10001,10001
9 AVENUE,WEST 45 STREET,WEST 46 STREET,371,,9+AVENUE+%26+WEST+45+STREET,9+AVENUE+%26+WEST+46+STREET,10036,10036
